title,content
建国后不许成精,"这是一条[加粗:杜撰]的广电总局禁令。全部内容是“建国后的动物不准成精”。
虽然这条奇葩禁令本身很快就被辟谣了，但[划掉:在电视剧审核中，对现代神鬼精怪的结局处理从来都是有人有精神病/妄想症/装神弄鬼，鬼怪本身绝不会真实存在的……]效果极不明显，现在仍然在广泛流传。
如今已经是一种对可爱的小动物的称赞，常用于一些（无意间）模仿了人类的动作，且神态十分奇妙，好似真正明白它自己正在做什么的，人类以外的小动物。"
按头焚寂,"指[加粗:定义为是某人的粉丝]。[加粗:按头]是指[加粗:定性、定义]，[加粗:焚寂]是[加粗:“粉籍”]的谐音，也就是指[加粗:粉丝家族一员]。
属于饭圈常用语，如果某人在网络上说：“我被按头焚寂了”，意思是：“我被说成是某人的粉丝了”。
"
大力哥,2014年元旦，网络视频“大力出奇迹”让“大力哥”一炮走红，走出营盘村，以“万万没想到啊，他们不是取钱呐，他是存钱！”、“大力出奇迹”、“唉，我就是个败家子，我不败家对不起我爹妈的才华！”等语句红透全中国。
列表式爱狗,口口声声说自己保护动物，但并不能提供任何联系方式给需要救助的各方。却在谴责、呼吁等各式声明中联合署名。
佐侑,"“佐”和“侑”分别指动画《[加粗,斜体:终将成为你]》中的角色[斜体,加粗:佐][斜体:伯沙弥香]和[斜体:小糸][斜体,加粗:侑]，与“左右”谐音。因二人围绕着主角[斜体:七海灯子]形成了三角关系，故结合含有“左右”二字的词语衍生了一系列谐音双关梗，如“佐侑为难”、“佐拥侑抱”、“佐侑互搏”、“佐顾侑盼”、“佐侑逢源”等。

摘自 bilibili 2018年度 动画流行梗盘点
"
丑萌,"虽然外表有点不好看，却又意外给人一种其实也挺可爱的感觉。
初看到时，感觉外观上不是特别的漂亮，但是慢慢发现它可以[加粗:制造笑点、招来吐槽]，带有了一点可爱好笑的属性，这种前后的[加粗:反差]反而使人们喜欢上了他们。
现在多带有[加粗:褒义]性质，用来形容长像虽然不是很好看，但是却十分招人喜欢的小孩子、小动物，让人爱不释手小物件或者画风新奇的表情包等等。"
1450,"现在已经成为台湾网络水军的代名词。
[加粗,斜体:台湾“农委会”今年编列1450万元新台币预算对外招标，以每月4万元以上薪资，招募至少四人在网络论坛等社交平台进行讯息实时澄清等工作。]该一举动引起网友很大争议，毕竟在网上真真假假，大家难以猜测写澄清方面内容的到底是被雇佣的还是自愿写的，于是就都按照1450收钱的算了，如今[加粗:1450]成为了网友口中[加粗:网络水军]新代名词。
近日香港多次出现暴乱事件，在大陆内地也出现了很多种评论，对于那种比较激进的文字，有些人会评论说不要被[加粗:1450]带了节奏。"
我宣你,[划掉:标准国语][链接:台湾腔]发音的“我喜欢你”
金瓜,在饭圈内，粉丝尤其[加粗:腐女]私下会经常yy男明星[加粗:搞cp]，瓜：就是指那些长相偏硬朗比较攻气一方，也就是[加粗:攻]。对应词：[加粗:花]。金瓜：顾名思义被镀了金身，属于稀缺物种的瓜，[划掉:绝世好1]并且荷尔蒙爆棚，可被粉丝心中的各种“[加粗:金花]”和亲，拉cp（也称拉郎）。譬如：[加粗:黄景瑜]。
倒拔干,"护肤美妆界的术语，指“使用之后感觉皮肤的水分都被它吸走了一样变得干燥了”
经常简写为拔干。在北方的冬天用肥皂洗洗手，等手慢慢变干的时候就能get到这种感觉了
[划掉:通常是酒精、皂基或一些防晒剂引起的]"
今晚月色真美适合叉猹,猹是鲁迅小说《故乡》中出现的动物。小说里闰土为了防止猹偷吃地里的瓜，于是用钢叉刺猹。而网络流行语“今晚月色很美，适合刺猹”中，月色后面本该接一句唯美情话，可却转了个急弯跟了刺猹，给人带来看似你懂我要说什么了，却得到一个反转的喜剧效果
宝宝心里苦,"这是一个常见流行语的简称，全称为“宝宝心里苦，但宝宝不说”，将“[链接:宝宝]”作为自称，表达遇到了不顺的事或心情不好，卖萌地表达自嘲和委屈的心情。
这种说法在2015年前后非常流行，可能来源于当年的“[链接:熊孩子]”以及“[链接:熊亲戚]”事件扎堆出现，如熊孩子毁掉网友多年收藏，熊亲戚拿走贵重物品之类。熊孩子事件经常会出现“他还是个孩子”这类开脱，网友们就创造了“我也是个孩子，还是个宝宝呢”或“谁还不是个宝宝咋滴”的句式回[链接:怼]。"
蒂花之秀,"用来表示很厉害、太优秀了。（比陈独秀还要秀一点）
本是广东名臣有限公司旗下的[加粗:日化用品]，当时它的广告语[加粗:蒂花之秀青春好朋友]给人们留下了深刻的印象。在[链接:带秀]梗火起来之后，因为[下划线:其中有一个“秀”字]，而被网友广泛使用，用来称赞某人、某事物很厉害、很棒、很6666的意思。
像这样的词还有：山清水秀，一枝独秀，后起之秀，巴黎时装秀等等，这些词的[下划线:核心都是一个字“秀”]。"
剑纯行为,泛指一切不解风情、很直男的行为，凭实力[链接:注孤生]。来源自[链接:剑网三]的梗。在剑网三游戏中有个职业的门派心法被称作剑纯。在番剧《剑网3 - 侠肝义胆沈剑心》中，主角沈剑心就是个剑纯，他在剧中做的一系列注孤生的举动，给玩家留下了深刻印象，同时也产生了一句调侃名言“女人，你影响我出剑的速度”。
电子包浆,"指表情包因反复被下载保存使用，画质逐渐变差、模糊、变绿，出现马赛克和层层叠叠的水印。
包浆一词来自古董界，指古董长期被人把玩，被灰尘空气侵蚀，形成圆润光滑的表面，是古董历经岁月的证明。
在表情包界，被反复应用的表情包必然经过多次转存。一些手机系统或网站的压缩算法导致图片转存后会变绿、模糊、马赛克化。转存次数越多，图片越绿，线条越糊。微博等平台还会出现水印叠水印的现象，让图片下方模糊不清。
一张表情包越糊越绿，传播度就越高。也就越受人欢迎。类似古董界的“年代越长，转手越多，价值越高”。
该说法来自[链接:S1]论坛。"
马车女,"马车女：安然的接受前方的美好，一旦自己不想要了就立马调车头走。
注：①马车女的可怕之处，（也范指）在事后只会说“想不到他是这种人”，却没有想过对方从未伤害过她，然后疯狂装弱博取同情。
②众所周知，无论什么事，男生通常对女票是会说“我错了”“你不要这样”“原谅我好不好”，马车女一般会说你是“舔狗”啥的。
③“马车女”通常是群体存在，如果遇到了请立马远离。
（欢迎补充）"
雨女有瓜,"意思是[加粗:“与你有关”]，是“与你有关”的[链接:空耳]。
是“[链接:雨女无瓜]”的衍生词。动画片[加粗:《巴啦啦小魔仙》]中[加粗,链接:游乐王子]的扮演者是台湾男演员袁奇峰，他因个人口音问题，说“与你无关”这句台词时听起来很像“雨女无瓜”。
“雨女无瓜”这个词爆火之后，网络上衍生出许多相关词汇，“雨女有瓜”就是其中一个。"
低配人设,[链接:经纪人]用渣男，[链接:妖艳贱货]等负面身份进行包装，博取关注度，进行出道的新人人设。
黑社会毒打,原指社会中的阴暗面，现在可以指喵主子猫猫拳火力全开的模样。[划掉:一点都不可怕，真的]
人形泰迪,形容难以控制住自己的欲望，在某些不可描述的事情上保持着过剩的精力。这个词来源于泰迪狗。这种犬类在发情期可以抓住身边任何一种物体开始xxoo，比如毛绒玩具，枕头，甚至其他动物，比如猫。而且一天内会多次发情，可以说是一种可以日天日地日空气的物种了。
道路千万条，安全第一条。行车不规范，亲人两行泪。,"电影《[链接:流浪地球]》中由[链接:北京第三交通委]发出的，提醒运载车驾驶员注意行车安全的提示语。在运载车插卡启动时自动播放，由一个典型的播音腔女声朗读。全文为“北京第三交通委提醒您，道路千万条，安全第一条。行车不规范，亲人两行泪。”
这句话在电影中重复多次，几乎每一个驾驶员插卡启动车辆的镜头中都会播放。即使地球即将毁灭解体，北京第三交通委仍然孜孜不倦地提醒驾驶员注意行车安全……由于内容朗朗上口（根本就是一首[链接:五言绝句]），语音语调贴近生活但又有一丝微妙的[链接:魔性]，在剧中几个关键的时间点都有出现，令几乎所有观众都被这句安全守则洗脑。"
沙东大学,"山东大学，利用谐音读为“沙东大学”。
[链接:沙东]原本单纯指山东，除了大众网民普通代指外，在微博博主孙笑川微博评论区[链接:南征北战]环节一直在粉丝群体内部进行地域互黑娱乐使用。但在山东大学为来校留学生每人招募3个[链接:学伴]以及国内外学生差别对待等问题爆发后，山东大学被推向舆论的风口浪尖处。自此，网络博主孙笑川的每条微博下就会有一群粉丝评论“沙东大学”以及暗含留学生特权、山大女性为[链接:easy girl]等观点的言论，形成了群体性的调侃与[链接:自嗨]行为。
大众网友则是利用“沙东大学”表示个人对学校的嘲讽态度。
"
扒灰,"父亲给自己儿子带[链接:绿帽子]。即公公和儿媳乱伦[链接:滚床单]。
源于古代寺庙祈福所烧的纸钱，多含有锡箔，焚烧之后，灰烬中含有大量锡。因此时常吸引不法之徒，[加粗:扒灰]以[加粗:偷锡]。而[加粗:偷锡]谐音为[加粗:偷媳]。

典故解释源于清朝王有光《吴下谚联》。"
口耐,“可爱”的[链接:台湾腔]发音。
三温暖,指[加粗:桑拿]，由其英语“[斜体:sauna]”音译而来，[下划线:多在香港、台湾地区使用]。
感觉身体被掏空,"形容一种身体因[链接:不可描述]的原因而[加粗:疲软不振]的亚健康状态。多带调侃戏谑含义。
但是也有时用来形容单纯的因生活重压而过于疲劳，大多数时候用于自嘲。
源自广告语“肾虚，有时在过度劳累之后。腰腿酸痛、精神不振，好像身体被掏空，是不是肾透支了？想把肾透支的补起来？试试肾宝片，他好我也好！”
由于肾与性功能密切相关，因此这句“掏空”的描述流传渐广，常被用来玩[链接:梗]调侃。由于和[链接:男性尊严]密切相关，可算一种特殊的暧昧玩笑。"
大王叫我来巡山,源自86版《西游记》中唐僧师徒在狮驼岭狮驼洞遇到的一个巡山小妖怪小钻风（详见《西游记》第74回），因口头禅“大王叫我来巡山，巡了南山巡北山……”而被观众记住。小钻风是狮驼洞三怪青毛狮子，黄牙老象，金翅大鹏雕的手下。
浴室歌手,"专指洗淋浴时会丧失理智，被喷头控制的一类人，具体表现为喷头一开就化身歌手，一关就变成正常人。

微博@东土大唐三俗和尚"
隐形吃货,看起来身材苗条，但是能一个人吃掉[加粗:4]人套餐的神奇物种。
发鸭儿达轰,"英语“[链接:fire in the hole]”的中文[链接:空耳]。
其英语原文常用于[链接:CF]（穿越火线）、[链接:CS]等射击类游戏中，通常是扔手雷时自动触发的人物语音，意为“小心手雷”或“小心”。起源于采矿业的标准用语：当炸药被放置好之后，矿工以该句警告他人炸药即将爆炸，不要靠近。后来该词在英语国家的工业、军事、航天等领域都有应用，
目前该空耳在中文网络有很多衍生含义，例如：
1.后退！我要开始装逼了！
2.类似“[链接:skr]”，不实际表意，或者根据语境可以表示任何意义，比如“今天天气真好，发鸭儿达轰！”即“今天天气真好，耶！”"
